content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya, karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak, untuk kekurangan nya sendiri gak bisa buat cepet2 kalo misalkan kita lagi butuh dana mendadak.",4,Positif,ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak untuk kekurangan nya sendiri gak bisa buat cepet kalo misalkan kita lagi butuh dana mendadak,kelebihan kekurangan rasakan jangka yg lumayan pencairan nya karna pencarian malas jual reksadana alhasil uang kekumpul kekurangan nya gak cepet kalo butuh dana mendadak,"['kelebihan', 'kekurangan', 'rasakan', 'jangka', 'yg', 'lumayan', 'pencairan', 'nya', 'karna', 'pencarian', 'malas', 'jual', 'reksadana', 'alhasil', 'uang', 'kekumpul', 'kekurangan', 'nya', 'gak', 'cepet', 'kalo', 'butuh', 'dana', 'mendadak']",lebih kurang rasa jangka yg lumayan cair nya karna cari malas jual reksadana alhasil uang kumpul kurang nya gak cepet kalo butuh dana dadak
"Minimal cari aplikasi investasi yg sudah punya lisensi dan reputasi sebelum menaruh aset kalian, baik itu dari internet artikel, atau pengalaman user lainnya... Sistem kerja skematis, dapat atur TP/SL, update berita, dan harga yg realtime dapat memaksamalkan penggandaan modal kita.",5,Positif,minimal cari aplikasi investasi yg sudah punya lisensi dan reputasi sebelum menaruh aset kalian baik itu dari internet artikel atau pengalaman user lainnya sistem kerja skematis dapat atur tpsl update berita dan harga yg realtime dapat memaksamalkan penggandaan modal kita,minimal cari aplikasi investasi yg lisensi reputasi menaruh aset internet artikel pengalaman user sistem kerja skematis atur tpsl update berita harga yg realtime memaksamalkan penggandaan modal,"['minimal', 'cari', 'aplikasi', 'investasi', 'yg', 'lisensi', 'reputasi', 'menaruh', 'aset', 'internet', 'artikel', 'pengalaman', 'user', 'sistem', 'kerja', 'skematis', 'atur', 'tpsl', 'update', 'berita', 'harga', 'yg', 'realtime', 'memaksamalkan', 'penggandaan', 'modal']",minimal cari aplikasi investasi yg lisensi reputasi taruh aset internet artikel alam user sistem kerja skematis atur tpsl update berita harga yg realtime memaksamalkan ganda modal
Aplikasinya sangat membantu buat memanage uang. Karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya. UI/UXnya juga nyaman bangett. Buat kalian yang mau investasi Reksadana saranku pakai aplikasi inii mantab cobain gih,5,Positif,aplikasinya sangat membantu buat memanage uang karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya uiuxnya juga nyaman bangett buat kalian yang mau investasi reksadana saranku pakai aplikasi inii mantab cobain gih,aplikasinya membantu memanage uang fitur autodebit gaakan lupa menabung investasi bulannya uiuxnya nyaman bangett investasi reksadana saranku pakai aplikasi inii mantab cobain gih,"['aplikasinya', 'membantu', 'memanage', 'uang', 'fitur', 'autodebit', 'gaakan', 'lupa', 'menabung', 'investasi', 'bulannya', 'uiuxnya', 'nyaman', 'bangett', 'investasi', 'reksadana', 'saranku', 'pakai', 'aplikasi', 'inii', 'mantab', 'cobain', 'gih']",aplikasi bantu memanage uang fitur autodebit gaakan lupa tabung investasi bulan uiuxnya nyaman bangett investasi reksadana saran pakai aplikasi ini mantab cobain gih
"Bagus tampilan yang sempurna menurut saya, sangat cocok untuk yang mau menyisihkan uang langsung pakai aplikasi Bibit saja di jamin aman dan nyaman. Karena aplikasi ini sudah terdaftar di OJK, tidak perlu ragu langsung aja ya dwonload daftar dan caranya juga sangat mudah di mengerti untuk pemula, CS sangat ramah tamah, Alhamdulillah selama pakai tidak pernah ada kendala sih, cuman apa ya pencairannya lumayan lama tpi tenang saja aman dan nyaman.",5,Positif,bagus tampilan yang sempurna menurut saya sangat cocok untuk yang mau menyisihkan uang langsung pakai aplikasi bibit saja di jamin aman dan nyaman karena aplikasi ini sudah terdaftar di ojk tidak perlu ragu langsung aja ya dwonload daftar dan caranya juga sangat mudah di mengerti untuk pemula cs sangat ramah tamah alhamdulillah selama pakai tidak pernah ada kendala sih cuman apa ya pencairannya lumayan lama tpi tenang saja aman dan nyaman,bagus tampilan sempurna cocok menyisihkan uang langsung pakai aplikasi bibit jamin aman nyaman aplikasi terdaftar ojk ragu langsung aja ya dwonload daftar mudah mengerti pemula cs ramah tamah alhamdulillah pakai kendala sih cuman ya pencairannya lumayan tpi tenang aman nyaman,"['bagus', 'tampilan', 'sempurna', 'cocok', 'menyisihkan', 'uang', 'langsung', 'pakai', 'aplikasi', 'bibit', 'jamin', 'aman', 'nyaman', 'aplikasi', 'terdaftar', 'ojk', 'ragu', 'langsung', 'aja', 'ya', 'dwonload', 'daftar', 'mudah', 'mengerti', 'pemula', 'cs', 'ramah', 'tamah', 'alhamdulillah', 'pakai', 'kendala', 'sih', 'cuman', 'ya', 'pencairannya', 'lumayan', 'tpi', 'tenang', 'aman', 'nyaman']",bagus tampil sempurna cocok sisih uang langsung pakai aplikasi bibit jamin aman nyaman aplikasi daftar ojk ragu langsung aja ya dwonload daftar mudah erti mula cs ramah tamah alhamdulillah pakai kendala sih cuman ya cair lumayan tpi tenang aman nyaman
"Nice app! Walaupun masih pemula tapi bener2 diarahin bgt, selain itu selalu dapet notif di email buat materi2 seputar keuangan yg pastinya bermanfaat bgtt, makasih banyak bibit💚",5,Positif,nice app walaupun masih pemula tapi bener diarahin bgt selain itu selalu dapet notif di email buat materi seputar keuangan yg pastinya bermanfaat bgtt makasih banyak bibit,nice app pemula bener diarahin bgt dapet notif email materi seputar keuangan yg pastinya bermanfaat bgtt makasih bibit,"['nice', 'app', 'pemula', 'bener', 'diarahin', 'bgt', 'dapet', 'notif', 'email', 'materi', 'seputar', 'keuangan', 'yg', 'pastinya', 'bermanfaat', 'bgtt', 'makasih', 'bibit']",nice app mula bener diarahin bgt dapet notif email materi putar uang yg pasti manfaat bgtt makasih bibit
"Saya langsung uninstal aplikasinya, masa data pribadi dirubah sesuai KTP aja hrs perlu di ACC adminnya, dan lucunya perubahan data itu tdk di ACC. Dari hal data pribadi saja TDK di ACC apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di ACC dulu adminnya, harus isi pin blm pake fingerprint. Kesimpulannya baru awal saja sdh membuat jadi ribet!!!",1,Negatif,saya langsung uninstal aplikasinya masa data pribadi dirubah sesuai ktp aja hrs perlu di acc adminnya dan lucunya perubahan data itu tdk di acc dari hal data pribadi saja tdk di acc apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di acc dulu adminnya harus isi pin blm pake fingerprint kesimpulannya baru awal saja sdh membuat jadi ribet,langsung uninstal aplikasinya data pribadi dirubah sesuai ktp aja hrs acc adminnya lucunya perubahan data tdk acc data pribadi tdk acc nyangkut uang investasinya dikit acc adminnya isi pin blm pake fingerprint kesimpulannya sdh ribet,"['langsung', 'uninstal', 'aplikasinya', 'data', 'pribadi', 'dirubah', 'sesuai', 'ktp', 'aja', 'hrs', 'acc', 'adminnya', 'lucunya', 'perubahan', 'data', 'tdk', 'acc', 'data', 'pribadi', 'tdk', 'acc', 'nyangkut', 'uang', 'investasinya', 'dikit', 'acc', 'adminnya', 'isi', 'pin', 'blm', 'pake', 'fingerprint', 'kesimpulannya', 'sdh', 'ribet']",langsung uninstal aplikasi data pribadi rubah sesuai ktp aja hrs acc adminnya lucu ubah data tdk acc data pribadi tdk acc nyangkut uang investasi dikit acc adminnya isi pin blm pake fingerprint simpul sdh ribet
"Menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur"" menarik yang dapat menguntungkan bagi investor berupah cashback2 tambahan.. selain itu bibit juga bagus kalo menambahkan fitur Nabung Emas supaya investor juga ada opsi.",5,Positif,menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur menarik yang dapat menguntungkan bagi investor berupah cashback tambahan selain itu bibit juga bagus kalo menambahkan fitur nabung emas supaya investor juga ada opsi,fitur bibit mudah dipahami anak mudah lumayan lengkap saran kedepannya bibit fitur menarik menguntungkan investor berupah cashback tambahan bibit bagus kalo fitur nabung emas investor opsi,"['fitur', 'bibit', 'mudah', 'dipahami', 'anak', 'mudah', 'lumayan', 'lengkap', 'saran', 'kedepannya', 'bibit', 'fitur', 'menarik', 'menguntungkan', 'investor', 'berupah', 'cashback', 'tambahan', 'bibit', 'bagus', 'kalo', 'fitur', 'nabung', 'emas', 'investor', 'opsi']",fitur bibit mudah paham anak mudah lumayan lengkap saran depan bibit fitur tarik untung investor upah cashback tambah bibit bagus kalo fitur nabung emas investor opsi
"Aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi online,,,aku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibit,aplikasinya oke,tampilan menarik,fitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendala,,,aplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit.",5,Positif,aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi onlineaku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibitaplikasinya oketampilan menarikfitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendalaaplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit,aplikasi yg ramai rekomendasikan utk pencinta aplikasi onlineaku udh ngerasain gimana bagus mudahnya berinvestasi pakai bibitaplikasinya oketampilan menarikfitur lengkap sistem yg bagus aplikasinya berjalan lancar kendalaaplikasi bibit mengerti kebutuhan penggunanya mudah keuntungan yg pakai bibit,"['aplikasi', 'yg', 'ramai', 'rekomendasikan', 'utk', 'pencinta', 'aplikasi', 'onlineaku', 'udh', 'ngerasain', 'gimana', 'bagus', 'mudahnya', 'berinvestasi', 'pakai', 'bibitaplikasinya', 'oketampilan', 'menarikfitur', 'lengkap', 'sistem', 'yg', 'bagus', 'aplikasinya', 'berjalan', 'lancar', 'kendalaaplikasi', 'bibit', 'mengerti', 'kebutuhan', 'penggunanya', 'mudah', 'keuntungan', 'yg', 'pakai', 'bibit']",aplikasi yg ramai rekomendasi utk cinta aplikasi onlineaku udh ngerasain gimana bagus mudah investasi pakai bibitaplikasinya oketampilan menarikfitur lengkap sistem yg bagus aplikasi jalan lancar kendalaaplikasi bibit erti butuh guna mudah untung yg pakai bibit
"Aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya, sudah terbukti aman dan juga terawasi ojk, sangat simple dan memiliki daya tarik tersendiri",5,Positif,aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya sudah terbukti aman dan juga terawasi ojk sangat simple dan memiliki daya tarik tersendiri,aplikasinya bagus pendaftarannya mudah pemula terbukti aman terawasi ojk simple memiliki daya tarik tersendiri,"['aplikasinya', 'bagus', 'pendaftarannya', 'mudah', 'pemula', 'terbukti', 'aman', 'terawasi', 'ojk', 'simple', 'memiliki', 'daya', 'tarik', 'tersendiri']",aplikasi bagus daftar mudah mula bukti aman awas ojk simple milik daya tarik sendiri
"Aplikasi investasi yang sangat bagus buat pemula seperti saya, tidak ribet dan sangat simpel. Dan sangat cocok untuk pemula yg baru belajar investasi semoga lebih banyak lagi fitur-fitur yang menarik. Terimakasih sudah membantu",5,Positif,aplikasi investasi yang sangat bagus buat pemula seperti saya tidak ribet dan sangat simpel dan sangat cocok untuk pemula yg baru belajar investasi semoga lebih banyak lagi fiturfitur yang menarik terimakasih sudah membantu,aplikasi investasi bagus pemula ribet simpel cocok pemula yg belajar investasi semoga fiturfitur menarik terimakasih membantu,"['aplikasi', 'investasi', 'bagus', 'pemula', 'ribet', 'simpel', 'cocok', 'pemula', 'yg', 'belajar', 'investasi', 'semoga', 'fiturfitur', 'menarik', 'terimakasih', 'membantu']",aplikasi investasi bagus mula ribet simpel cocok mula yg ajar investasi moga fiturfitur tarik terimakasih bantu
"sementara 3☆ dulu karena saya masih baru 1bln pakainya, dan kenapa pembayaran manual di app tidak muncul ya karena saya agak kerepoton waktu mau beli dan harus nyuruh orang rumah buat ngebayarin karena M-BANKING bank indo tidak bisa dipakai di tempatku saat ini.",3,Positif,sementara  dulu karena saya masih baru bln pakainya dan kenapa pembayaran manual di app tidak muncul ya karena saya agak kerepoton waktu mau beli dan harus nyuruh orang rumah buat ngebayarin karena mbanking bank indo tidak bisa dipakai di tempatku saat ini,bln pakainya pembayaran manual app muncul ya kerepoton beli nyuruh orang rumah ngebayarin mbanking bank indo dipakai tempatku,"['bln', 'pakainya', 'pembayaran', 'manual', 'app', 'muncul', 'ya', 'kerepoton', 'beli', 'nyuruh', 'orang', 'rumah', 'ngebayarin', 'mbanking', 'bank', 'indo', 'dipakai', 'tempatku']",bln pakai bayar manual app muncul ya kerepoton beli nyuruh orang rumah ngebayarin mbanking bank indo pakai tempat
"Oh ternyata aplikasi ini buat orang yang berpenghasilan tetap, karena harus nyetor tiap bulan.. kalau perbulan nya 250K, maka tetap segitu, gak bisa nawar kalau pas penghasilan rendah.... Ini si kaya nabung di bank. Tapi kalau di bank bisa setor 50k, 100k, ya dimana ada penghasilan lebih bisa setor banyak..",3,Positif,oh ternyata aplikasi ini buat orang yang berpenghasilan tetap karena harus nyetor tiap bulan kalau perbulan nya k maka tetap segitu gak bisa nawar kalau pas penghasilan rendah ini si kaya nabung di bank tapi kalau di bank bisa setor k k ya dimana ada penghasilan lebih bisa setor banyak,oh aplikasi orang berpenghasilan nyetor perbulan nya k segitu gak nawar pas penghasilan rendah si kaya nabung bank bank setor k k ya dimana penghasilan setor,"['oh', 'aplikasi', 'orang', 'berpenghasilan', 'nyetor', 'perbulan', 'nya', 'k', 'segitu', 'gak', 'nawar', 'pas', 'penghasilan', 'rendah', 'si', 'kaya', 'nabung', 'bank', 'bank', 'setor', 'k', 'k', 'ya', 'dimana', 'penghasilan', 'setor']",oh aplikasi orang hasil nyetor bulan nya k segitu gak nawar pas hasil rendah si kaya nabung bank bank setor k k ya mana hasil setor
"Masukan dari saya sebagai user bibit mungkin, untuk transfer dana dari bibir ke rekening utama user lebih baik diberi tanggal pasti mau itu satu Minggu setelah penjualan Reksadana atau bahkan lebih tergantung sistemnya, tapi saat ada kepastian itu lebih enak karena sekarang hanya ada pemberitahuan ""Dana akan kami transfer secepatnya maksimal satu Minggu...."" Kurang lebih pemberitahuannya seperti itu. Tambahan mungkin mode gelap harus siap diluncurkan segera terkait kenyamanan user yang berbeda",4,Positif,masukan dari saya sebagai user bibit mungkin untuk transfer dana dari bibir ke rekening utama user lebih baik diberi tanggal pasti mau itu satu minggu setelah penjualan reksadana atau bahkan lebih tergantung sistemnya tapi saat ada kepastian itu lebih enak karena sekarang hanya ada pemberitahuan dana akan kami transfer secepatnya maksimal satu minggu kurang lebih pemberitahuannya seperti itu tambahan mungkin mode gelap harus siap diluncurkan segera terkait kenyamanan user yang berbeda,masukan user bibit transfer dana bibir rekening utama user tanggal minggu penjualan reksadana tergantung sistemnya kepastian enak pemberitahuan dana transfer secepatnya maksimal minggu pemberitahuannya tambahan mode gelap diluncurkan terkait kenyamanan user berbeda,"['masukan', 'user', 'bibit', 'transfer', 'dana', 'bibir', 'rekening', 'utama', 'user', 'tanggal', 'minggu', 'penjualan', 'reksadana', 'tergantung', 'sistemnya', 'kepastian', 'enak', 'pemberitahuan', 'dana', 'transfer', 'secepatnya', 'maksimal', 'minggu', 'pemberitahuannya', 'tambahan', 'mode', 'gelap', 'diluncurkan', 'terkait', 'kenyamanan', 'user', 'berbeda']",masuk user bibit transfer dana bibir rekening utama user tanggal minggu jual reksadana gantung sistem pasti enak pemberitahuan dana transfer cepat maksimal minggu pemberitahuannya tambah mode gelap luncur kait nyaman user beda
"Ikut event nabung rutin 3 bulan berturut2, ada notif sudah berhasil dan saldo 50rb sudah ditambahkan. Di cek saldo jagonya sampai 1 minggu blm masuk2 juga. Kena Prank... Ada lambang petir, Pencairan instan dana masuk dalam hitungan detik ke bank jago. Ini sudah 2 hari blm masuk. Kena prank lagi... Malah dari BCA ke BNI lebih duluan.",1,Negatif,ikut event nabung rutin  bulan berturut ada notif sudah berhasil dan saldo rb sudah ditambahkan di cek saldo jagonya sampai  minggu blm masuk juga kena prank ada lambang petir pencairan instan dana masuk dalam hitungan detik ke bank jago ini sudah  hari blm masuk kena prank lagi malah dari bca ke bni lebih duluan,event nabung rutin notif berhasil saldo rb cek saldo jagonya minggu blm masuk kena prank lambang petir pencairan instan dana masuk hitungan detik bank jago blm masuk kena prank bca bni duluan,"['event', 'nabung', 'rutin', 'notif', 'berhasil', 'saldo', 'rb', 'cek', 'saldo', 'jagonya', 'minggu', 'blm', 'masuk', 'kena', 'prank', 'lambang', 'petir', 'pencairan', 'instan', 'dana', 'masuk', 'hitungan', 'detik', 'bank', 'jago', 'blm', 'masuk', 'kena', 'prank', 'bca', 'bni', 'duluan']",event nabung rutin notif hasil saldo rb cek saldo jago minggu blm masuk kena prank lambang petir cair instan dana masuk hitung detik bank jago blm masuk kena prank bca bni duluan
"Aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung, terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masing-masing, selain itu tampilan dan fitur dalam aplikasi user friendly, dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun e-wallet.",5,Positif,aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masingmasing selain itu tampilan dan fitur dalam aplikasi user friendly dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun ewallet,aplikasi welcome pengguna menabung beragam instrumen disesuaikan tujuan risikonya masingmasing tampilan fitur aplikasi user friendly pilihan top up deposit beragam pilihan bank ewallet,"['aplikasi', 'welcome', 'pengguna', 'menabung', 'beragam', 'instrumen', 'disesuaikan', 'tujuan', 'risikonya', 'masingmasing', 'tampilan', 'fitur', 'aplikasi', 'user', 'friendly', 'pilihan', 'top', 'up', 'deposit', 'beragam', 'pilihan', 'bank', 'ewallet']",aplikasi welcome guna tabung agam instrumen sesuai tuju risiko masingmasing tampil fitur aplikasi user friendly pilih top up deposit agam pilih bank ewallet
Sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil... Penjelasannya sangat mudah dipahami dan detail terus cs-nya fast respon 👍👍👍,5,Positif,sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil penjelasannya sangat mudah dipahami dan detail terus csnya fast respon ,aplikasi investasi bagus pemula menabung nominalnya penjelasannya mudah dipahami detail csnya fast respon,"['aplikasi', 'investasi', 'bagus', 'pemula', 'menabung', 'nominalnya', 'penjelasannya', 'mudah', 'dipahami', 'detail', 'csnya', 'fast', 'respon']",aplikasi investasi bagus mula tabung nominal jelas mudah paham detail csnya fast respon
Baru di instal langsung uninstall.... aplikasinya lemot banget.... pertanyaannya banyak...loading lama....jadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dah....meragukan,1,Negatif,baru di instal langsung uninstall aplikasinya lemot banget pertanyaannya banyakloading lamajadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dahmeragukan,instal langsung uninstall aplikasinya lemot banget pertanyaannya banyakloading lamajadi ragu investasi takutnya dana disetor ngak ditarik bagusan dahmeragukan,"['instal', 'langsung', 'uninstall', 'aplikasinya', 'lemot', 'banget', 'pertanyaannya', 'banyakloading', 'lamajadi', 'ragu', 'investasi', 'takutnya', 'dana', 'disetor', 'ngak', 'ditarik', 'bagusan', 'dahmeragukan']",instal langsung uninstall aplikasi lot banget tanya banyakloading lamajadi ragu investasi takut dana setor ngak tarik bagus dahmeragukan
"Sudah saatnya Bibit memiliki mode gelap (dark mode), belum mendukung sistem navigasi android 12 sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi. padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian. Tampilan portofolio butuh dipercantik agar bisa senada dengan Android 12. Mohon dioptimalkan kembali pada android dengan prosesor exynos 9820/9825 series",1,Negatif,sudah saatnya bibit memiliki mode gelap dark mode belum mendukung sistem navigasi android  sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian tampilan portofolio butuh dipercantik agar bisa senada dengan android  mohon dioptimalkan kembali pada android dengan prosesor exynos  series,bibit memiliki mode gelap dark mode mendukung sistem navigasi android pembelian mudah aplikasi sekedar gestur membatalkan opsi pembelian tampilan portofolio butuh dipercantik senada android mohon dioptimalkan android prosesor exynos series,"['bibit', 'memiliki', 'mode', 'gelap', 'dark', 'mode', 'mendukung', 'sistem', 'navigasi', 'android', 'pembelian', 'mudah', 'aplikasi', 'sekedar', 'gestur', 'membatalkan', 'opsi', 'pembelian', 'tampilan', 'portofolio', 'butuh', 'dipercantik', 'senada', 'android', 'mohon', 'dioptimalkan', 'android', 'prosesor', 'exynos', 'series']",bibit milik mode gelap dark mode dukung sistem navigasi android beli mudah aplikasi dar gestur batal opsi beli tampil portofolio butuh cantik nada android mohon optimal android prosesor exynos series
"Selama pemakaian disini saya selalu puas, trading lancar, dari segi grafiknya bagus, TP dan SL nya kena terus, jadi ga sia sia kan kalo kita setting sedikian rupa bisa kita tinggal atau close aplikasinya, ga melulu harus dipantau di tungguin setiap saat juga. Top banget deh.",5,Positif,selama pemakaian disini saya selalu puas trading lancar dari segi grafiknya bagus tp dan sl nya kena terus jadi ga sia sia kan kalo kita setting sedikian rupa bisa kita tinggal atau close aplikasinya ga melulu harus dipantau di tungguin setiap saat juga top banget deh,pemakaian puas trading lancar segi grafiknya bagus tp sl nya kena ga sia sia kalo setting sedikian rupa tinggal close aplikasinya ga melulu dipantau tungguin top banget deh,"['pemakaian', 'puas', 'trading', 'lancar', 'segi', 'grafiknya', 'bagus', 'tp', 'sl', 'nya', 'kena', 'ga', 'sia', 'sia', 'kalo', 'setting', 'sedikian', 'rupa', 'tinggal', 'close', 'aplikasinya', 'ga', 'melulu', 'dipantau', 'tungguin', 'top', 'banget', 'deh']",pakai puas trading lancar segi grafik bagus tp sl nya kena ga sia sia kalo setting kian rupa tinggal close aplikasi ga melulu pantau tungguin top banget deh
"Aplikasi nya mudah digunakan dan bagus, cuman sangat berat dan lemot, kalah sama bareksa, pluang, dll yg lebih ringan, mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda, tp bibit lebih berat.",1,Negatif,aplikasi nya mudah digunakan dan bagus cuman sangat berat dan lemot kalah sama bareksa pluang dll yg lebih ringan mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda tp bibit lebih berat,aplikasi nya mudah bagus cuman berat lemot kalah bareksa pluang dll yg ringan mohon diperbaiki berat gitu pdhl yg uk apk nya gak beda tp bibit berat,"['aplikasi', 'nya', 'mudah', 'bagus', 'cuman', 'berat', 'lemot', 'kalah', 'bareksa', 'pluang', 'dll', 'yg', 'ringan', 'mohon', 'diperbaiki', 'berat', 'gitu', 'pdhl', 'yg', 'uk', 'apk', 'nya', 'gak', 'beda', 'tp', 'bibit', 'berat']",aplikasi nya mudah bagus cuman berat lot kalah bareksa pluang dll yg ringan mohon baik berat gitu pdhl yg uk apk nya gak beda tp bibit berat
Pengajuan jual dan beli terlalu lama. Kalo misalkan costumer sedang butuh dananya dan buy harus nunggu 2-3 hari kerja baru cair. Padahal dana gk seberapa. Di apk sebelah saat itu buy saat itu cair. Mohon di perbaiki.,1,Negatif,pengajuan jual dan beli terlalu lama kalo misalkan costumer sedang butuh dananya dan buy harus nunggu  hari kerja baru cair padahal dana gk seberapa di apk sebelah saat itu buy saat itu cair mohon di perbaiki,pengajuan jual beli kalo costumer butuh dananya buy nunggu kerja cair dana gk apk sebelah buy cair mohon perbaiki,"['pengajuan', 'jual', 'beli', 'kalo', 'costumer', 'butuh', 'dananya', 'buy', 'nunggu', 'kerja', 'cair', 'dana', 'gk', 'apk', 'sebelah', 'buy', 'cair', 'mohon', 'perbaiki']",aju jual beli kalo costumer butuh dana buy nunggu kerja cair dana gk apk belah buy cair mohon baik
"Baru download, udh ngisi dana, tapi tiap buka bibit ngelag terus, padahal jaringan stabil, di restart baru bs... Masausti restars terus biar masuk.. Tolong diperbaiki aplikasinya, kl sdh bagus baru tambah bintang",3,Positif,baru download udh ngisi dana tapi tiap buka bibit ngelag terus padahal jaringan stabil di restart baru bs masausti restars terus biar masuk tolong diperbaiki aplikasinya kl sdh bagus baru tambah bintang,download udh ngisi dana buka bibit ngelag jaringan stabil restart bs masausti restars biar masuk tolong diperbaiki aplikasinya kl sdh bagus bintang,"['download', 'udh', 'ngisi', 'dana', 'buka', 'bibit', 'ngelag', 'jaringan', 'stabil', 'restart', 'bs', 'masausti', 'restars', 'biar', 'masuk', 'tolong', 'diperbaiki', 'aplikasinya', 'kl', 'sdh', 'bagus', 'bintang']",download udh ngisi dana buka bibit ngelag jaring stabil restart bs masausti restars biar masuk tolong baik aplikasi kl sdh bagus bintang
"Setiap pertama kali buka aplikasi, loading nya berat banget. Bisa jadi permasalahan nya ada di server yang kurang mumpuni",3,Positif,setiap pertama kali buka aplikasi loading nya berat banget bisa jadi permasalahan nya ada di server yang kurang mumpuni,kali buka aplikasi loading nya berat banget permasalahan nya server mumpuni,"['kali', 'buka', 'aplikasi', 'loading', 'nya', 'berat', 'banget', 'permasalahan', 'nya', 'server', 'mumpuni']",kali buka aplikasi loading nya berat banget masalah nya server mumpuni
"Semua sudah bagus tapi masih ada bug di hp saya (android 10) dan mungkin di hp user lain juga, bug di mode mode gelap bagian atasnya itu putih jadi mau baca harus merek melek dulu karena silau, kalo bisa tolong di fix kan yaa, jadi warna hitam atau hijau khas aplikasi bibit gitu🙏🏼",5,Positif,semua sudah bagus tapi masih ada bug di hp saya android  dan mungkin di hp user lain juga bug di mode mode gelap bagian atasnya itu putih jadi mau baca harus merek melek dulu karena silau kalo bisa tolong di fix kan yaa jadi warna hitam atau hijau khas aplikasi bibit gitu,bagus bug hp android hp user bug mode mode gelap atasnya putih baca merek melek silau kalo tolong fix yaa warna hitam hijau khas aplikasi bibit gitu,"['bagus', 'bug', 'hp', 'android', 'hp', 'user', 'bug', 'mode', 'mode', 'gelap', 'atasnya', 'putih', 'baca', 'merek', 'melek', 'silau', 'kalo', 'tolong', 'fix', 'yaa', 'warna', 'hitam', 'hijau', 'khas', 'aplikasi', 'bibit', 'gitu']",bagus bug hp android hp user bug mode mode gelap atas putih baca merek melek silau kalo tolong fix yaa warna hitam hijau khas aplikasi bibit gitu
