content,score,Label
saya sudah jual 3 reksadana dan semuanya sudah berhasil terjual dan masuk ke rekening bank jago. tapi kenapa yang masuk hanya sekitar 7 ribuan yah. padahal reksadana yang saya jual totalnya sekitar 100 ribu loh. bisa tolong dijelaskan?,3,Positif
"Sangat mengecewakan sekali aplikasi ini. Ketika saya membeli reksadana sebelum jam cut off 13.00, tapi pihak bibit lalai sehingga saya mendapatkan NAV reksadana keesokan harinya Padahal sudah jelas saya melakukan transfer jam 12.30, dan pembayaran diverifikasi sebelum jam 13.00 Hal seperti ini sangatlah fatal karena profit yang sudah kita tentukan sesuai timing bisa tidak sesuai gara-gara kelalaian pihak bibit. Padahal aturan jam cut off sudah jelas pkl 13.00",1,Negatif
Terhitung 11 Hari untuk pencairan penuh tapi dipotong juga terlepas dari potongan bank lain ( entah potongan apa itu) . Yaampun lama banget. Estimasi perhitungan pencairan juga jauh. Apalagi dibagi jadi 3x pembayaran. Dan gak dijelaskan secara detail potongan pembayarannya. Defisit lah pokoknya,1,Negatif
"Aplikasi bagus tapi saran dong saat registrasi diberi pilihan memakai dompet digital, karena nggak semua punya rekening bank dan masih banyak anak muda yang mau berinvestasi dan gak punya rekening bank Overall bagus sih semoga dibaca bibit",5,Positif
"Dri awal nabung cuma naek di awal2, selang beberapa hari langsung terjun bebas. Saya tau kalo sistemnya emang ngikutin keadaan ekonomi ato apalah itu, cuma bagi saya pribadi berasa insecure kalo udh seminggu dua minggu makin minus aja, g ada admin buat kita tanya2 tren pasar yg sedang/mau kita invest. Note : Bukan buat orang yang mau nabung tapi sering membutuhkan dana darurat dr tabungan. Ini tabungan buat invest, bedakan dengan tabungan yang bisa diambil kapan saja, proses cair lama poll",1,Negatif
Kenapa saya tidak bisa masuk ke akun bibit saya. Loadingnya tidak masuk. Padahal jaringan internet aman dan cepat. Sudah uninstal tapi tetap tidak bisa masuk. Minta klarifikasi dari pihak bibit. Karena ini menyangkut uang pengguna!,1,Negatif
"Untuk sementara, saya kasih bintang 4 dulu ya. Nanti kalo saya udah paham dan mulai investasi, saya kasih bintang 5. Terima kasih banyak. Aplikasi bibit ini sangat memudahkan registrasi dan verifikasinya, sedangkan aplikasi lain verifikasinya sedikit ribet. Fitur chatnya juga sangat fast respon. Bahasa, kalimat, dan kosa kata yang ada di aplikasi ini juga lebih mudah dipahami dibanding aplikasi investasi lainnya.",4,Positif
"Sangat bodoh dan tidak bertanggung jawab! Udah dibetah betahin dan disabar sabarin karena banyak masalah, malah gua jadi rugi besar yang ada! Ga ada Buying Power spti Aplikasi sebelah (ajaib), dana penarikan lari kemana tau padahal rekening tujuan mati! Robonya tolol, robo maksa banget beli 3 produk tapi yg didapet cuma 1! Kostumisasi Portofolio ga nyaman! Boro boro kejar & konsisten dgn masa dpn Sangat tidak direkomendasi. Gua bukan buzzer, tapi gua saranin lo pada pindah ke bareksa & ajaib",1,Negatif
"Bagi gw nih buat elu padaa, yang suka ngeluh sama penjualan dan pembelian nya lama. Itu sih menurut gw wajar aja sihh, karna untuk pembelian portofolio ga semudah membalikkan telapak tangan Cok. Mie instan aja, harus di rebus dulu anjir. Intinya Sabar, kan dah ada temponya, ga usah khawatir lah kalo di Bibit mah, aplikasinya bisa di Percaya. Kalo soal naek turun ya wajar, namanya juga investasi, biasalah manusiawi pengenya untung Mulu Hahahahah",5,Positif
"Baru mulai investasi Maret 2022 , prosesnya registrasi sangat mudah, pembelian juga mudah banyak pilihan bisa gopay, bank Jago , dan bank lainnya proses switch Reksadana,ubah portofolio mudah juga. Saran untuk proses switch Reksadana bisa dalam 1 hari. Update NAV kan harusnya setelah Jam 15.30 tapi sering sudah ganti hari baru terupdate. Untuk yg mau investasi pelajari dulu aturan mainnya. banyak yg gak baca ujung² komplain yg gak semestinya. Terus di tingkatkan lagi aplikasinya",5,Positif
"Kenapa aplikasi Bibit kenapa akhir2 ini susah sekali di buka? Untuk masuk ke aplikasinya lama, sering sekali tidak bisa masuk dan ""halaman gagal di muat, silahkan muat ulang"". Selain itu sering sekali akunnya log out sendiri, jadi tiap masuk harus log in pakai nomor, nggak otomatis kayak dulu. Aku nggak tau kenapa aplikasinya berasa 'berat'. Tapi kalo kayak gini lama2 takut pakainya, takut kalo ga bisa akses akun. Tim bibit tolong di benahi dong supaya aplikasinya lebih baik lagi. Aku takut nih.",3,Positif
"Sebenernya aplikasinya sih bagus cuma untuk kebijakan penjualan dan pembelian reksa dananya yang menurut saya tidak masuk akal dan terlalu lama prosesnya yang membuat ketidaknyamanan, apalagi jika ada kebutuhan mendadak yang pada hari itu juga, uang tidak bisa langsung cair hari itu juga, bahkan kita harus menunggu kurang lebih satu minggu + ada biaya adminnya, jika di bandingkan dengan produk reksa dana dari tokopedia yang bisa di beli dan di cairkan kapanpun. Bibit kurang rekomended",1,Negatif
"Mohon perbaiki lagi sistemnya, saya kecewa karena loadingnya lama. Dan juga saya harus berulang kali mengaitkan bank jago saya karena setelah terpasang seminggu lagi tidak terkait lagi. Kalau begini terus saya pindah reksadana untuk bulan Juni mendatang.",2,Negatif
"Sekedar saran.. Harusnya ada pilihan menu Tarik Profit, jadi setiap profit bisa ditarik ke menu itu.. Saat profit ditarik, maka dana kita kembali ke modal awal.. Dari menu Tarik Profit, nantinya bisa di WD dg nominal tertentu.. Misal modal 1jt, profit 150rb, total dana 1.150rb.. Saat profit ditarik ke Menu Tarik Profit, maka modal tinggal 1jt.. Nanti 150rb nya bisa ditarik ke rekening.. Silahkan dipelajari",1,Negatif
"Kenapa akun bibit saya sering terhungun ke perangkat android yang bukan milik saya? Saya sudah logout perangkat tersebut, tapi pasti ada saja perangkat yang terhubung lagi. Ini membuat saya sebagai pengguna bibit sangat tidak nyaman dengan keamanan dana yang saya investasikan.",3,Positif
"Tolong sistem aplikasi nya diperbaiki. Karna jujur saya sangat tidak nyaman dengan aplikasi ini. Isinya sudah bagus,sangat menarik. Tpi kenapa saat mau login buffering terus,mau pindah ke home juga buffering. Semuanya sudah bagus,hanya saja tolong perbaiki sistem nya agar tidak lambat. Terimakasih",5,Positif
Buat kalian semua nih yang belom pernah download aplikasinya tapi penasaran. Sini gua kasi tau inti dari aplikasi ini. Aplikasi ini ada untung ada buntung. Tapi ada tapi nya yaitu buntungnya lebih banyak cok. Aku dah pernah pake soalnya. Awal2 aku deposit 100 ribu terus lama2 kadang naik kadang turun sampe mentok ke 87 ribu paling kalo naik cuma 104.000 ribu Jadi mendingan kalian di deposito aja cok. Aman dan profit terus gak da buntungnya lagian tuk deposito sekarang ada sampe 8%pertahun bunga,1,Negatif
"Alhamdulillah, saya sangat berterima kasih bibit karenamu bisa berhemat uang.. karena saya seorang mahasiswa yg belum berpenghasilan dan masih bergantung orang tua dengan adanya bibit saya bisa atur keuangan secara stabil.. 🔥 emang resiko penarikan uang lumayan lama tapi okelah..",5,Positif
"Min, ini ko gw masuk nya lama bat loading nya, sekali masuk langsung keluar sendiri, tolong lah-_- hp sm jaringan WiFi gw baik² aja, ini gmn sih? Kenapa bisa begini coba? Nyebelin bat ih, gw uninstall aja lah",1,Negatif
"Makin kesini makin lemott aplikasinya, dulu tiap klik menu lain langsung kebuka gak pake muter, smooth pokoknya",4,Positif
"Saya coba beli obligasi pakai uang 600.000 dari pemerintah karena sisanya sudah gagal buat usaha tahun lalu. Tapi, saya cek tiap hari malah bukannya untung malah rugi padahal ikut saran dari aplikasinya. Saya biarkan beberapa bulan malah rugi banyak dan akhirnya saya tarik tapi hanya bisa ke rekening bank aktif dan belum bisa ke e wallet padahal mau isi saldo bibit bisa pakai gojek. Paling jengkelin lagi ada biaya dan prosesnya lama. Jadi, saya gak recommend buat pemula.",1,Negatif
"Mengikuti bibit itu seperti jebakan batman. Sebenarnya ga untung mlah buntung, tapi bikin penasaran. Lebih baik uang kita tabung di deposito saja, tiap bulan pasti ada bagi hasil meskipun sedikit. Saya sudah mengalami berulang kali dana minus. Taruh 1 juta eh malah kepotong . Gak cocok kayanya saya ikutan kaya gini. Tp krn penasaran, saya masih bertahan pd obligasi yg drawdownnya 0 % hahaha, entahlah , buntung tapi penasaran terus",1,Negatif
"Aplikasinya aneh banget masaa mau ambil uang sendiri harus nunggu lama banget. Katanya 3 hari kerja tapi ini udah mau seminggu uang saya tetap belom masuk ke rekening, padahal status nya sudah terjual. Gimana si maksudnya kok di persulit gitu??",1,Negatif
"Kenapa saya mau login ngga bisa ? masukan pin salah,. Di minta masukan no KTP yang di daftarkan juga salah,. Padahal pin selalu saya sakan dengan akun lain dan no KTP juga saya cuman punya 1 yang saya daftarkan tapi salah,. Untung guman pernah top up sekali doank dulu . Kebayang duit hangus kalau saya top up banyak.",1,Negatif
"rekomendasi bgt buat pemula yang mau coba"" nabung pengalaman pribadi saya dari mulai deposit sampai penarikan aman"" saja sudah sekitar 6 bulan kalo ga salah saya pakai app ini. the best lah pokoknya :) Thx Bibit",5,Positif
"Setelah update aplikasi kok masuk pake finger print ga bisa, dan sering logout sendiri. Udah enak dulu apps nya. Please bibit fix it.",2,Negatif
Kasih tau ke android developernya. Tolong bottomsheet itu kalo pencet tombol BACK behaviornya harusnya nutup bottomsheetnya. Bukan malah keluar dari apps. UX yg begini ini gaenak. Diatur dong di onBackPressed nya. Cek bottomsheet lagi kebuka apa ga. Kalo kebuka ya set dismiss bottomsheetnya. Problem bgt kl lg pilih reksadana di menu topup & btmsht nya mode full terus mau balik ke home jadi susah jari kudu pencet tombol diatas. Perbaikin dulu ya. Kabarin kl udah beres.,1,Negatif
"Review Jujur : Proses Claim Terlalu lama di katagori Reksadana jika di bandingkan dengan Aplikasi yg lain,padahal udah Bank sama... Ketika Bertanya dengan CS juga ngga jelas jawabannya... BOT yg balas... Untuk Margin rata2 sama dgn aplikasi lain,Reksadana Obligasi belum lengkap... mending di Lampu Aladin... Gesit,simple,1 aplikasi...",1,Negatif
"Meskipun sedikit jumlahnya kurang dari 200k, saya merasa kecewa padahal itu sudah penjualan dari tahun kemarin tetap saja belum ke kirim ke rekening. Terus udah 3 hari menghubungi call center terkait juga ga direspon"". Pas ditanya langsung lewat media sosialnya malah bikin puyeng suruh sana sini. Terimakasih ya membantu sekali aplikasi ini. Sukses selalu",5,Positif
"Saya suka ap bibit, cuma sayang responnya tidak efektif. Seharusnya hanya 1 orang saja yang merespon dan langsung menyelesaikan tsb dengan user. Jika user tidak merespon selama beberapa saat, lgsg akhiri saja sesi tanya jawab tersebut. Bukannya malah semua admin ikut menjawab, itu malah membingungkan, terlebih waktunya yang diberikan juga tidak diatur (terlalu fleksibel) jadi juga terlalu lama menunggu respon dari admin.",3,Positif
"Saya suka dengan aplikasi reksadana ini.. Saya sudah menggunakan dalam 1 tahun, dalam 1 tahun itu ada beberapa halangan seperti saya miscom dalam pembayaran, namun dalam miscom itu dri pihak bibit memberitahu saya bahwa pembayaran tersebut salah dan dana itu di kembalikan(dalam pengembalian memang butuh waktu juga).",5,Positif
KECEWA BUANG WAKTU. lupa nomer hp akhirnya verifikasi lewat email seteleh diikuti untuk memasukan no.hp ket.nya no.hp sudah terdaftar tidak bs lanjut. Akhirnya log in pake no.hp itu eh malah notif tdk terdaftar. muter muter gajelasssss!!!,1,Negatif
"1. Bagaimana cara menentukan nab nya penjualan, 2. Robo advisor apa ada biayanya, termasuk Perubahan komposisi dan produk pembelian baru di robo advisor apa ada biayanya 3. Emang kadang aplikasi ini serimg g bisa di buka, ada apa itu? Itu sangat merugikan sekali dan menakutkan klo saldonya besar.",2,Negatif
"Sampai sekarang aplikasi tdiak bisa dibuka. Awal mula saya mikir nabung aja dulu trus di ""lupain"". Tiba ada berita seperti kemarin ttg apk fintech lain, saya keinget utk cek bibit saya... ga bisa. Mohon penjelasannya. Semoga hanya krn kendala sistem aplikasinya aja ya. Terima kasih.",2,Negatif
Kasih 5 biar kebaca. Saya download krn mau cari apk trade yg lain. Dan setelah download ko lama bgt. Iy emng lama pasti. Dan pencairannya lama bgt. Akhirnya sya beralih k apk trade saya yg sebelumnya. Memang apk itu lebih besar top up nya. Tp untungny cepat dan pencairannya ga sampe 30 menit lgsg masuk no rek. Sdgkn bibit? Oh my god! 1 hari aja ga cukup kayakny buat nunggu masuk rek.,5,Positif
"Ga rekomend, penarikan lama, top up lama, semua serba lama, yg namanya naro duit tu berarti bisa sewaktu waktu di ambil kalo butuh, ini mah harus nunggu lama banget, 7 hari kerja tapi ga selesai selesai, jangan di download deh, nyesel, mendingan pake aplikasi lain, aplikasi lain ga sampe 10menit cair, duh ga lagi lagi dah invest disini, nyesel bgt.",1,Negatif
Setelah di update kok halaman ui halaman transaksinya dan keranjang jadi susah gini ya? Mau hapus pesanan bingung dan malah crash. Saran min kalo bisa bikinin fitur nabung rutin via shopeepay dan uinya enakan yang dulu. Thankyou bibit,3,Positif
"Untung aja nabung pas lagi ada duit di bibit, pas butuh dan ga ada duit samsek bisa narik, dan keuntungannya walopun ga terlalu besar tapi oke² aja si. Sejauh ini bagus kok, buat pengguna baru yg mo coba investasi pake bibit, bisa mulai belajar dari sekarang. Eh kalo baru pertama kali daftar bisa masukin kode 'kuascat' lho dan dptin 25k. Selamat menabung~",5,Positif
"Sebenarnya aplikasi ini bagus, sayang cuma dalam transaksi jualnya sangat lama bisa lebih dari 6 hari dan jualnya tidak sesuai dengan harga jualnya ketika saat waktu awal dijual, padahal sebelum jam 13:00 sesuai aturan rulesnya, selaku customer agak kecewa sih",1,Negatif
"Awal nya bagus, ada fluktuasi dana nya.. Selang 3 hari ga ada perubahan, dana mentok diangka yg sama gak gerak².. Blom lg masa penarikan terlalu lama, dan tidak sesuai dengan kondisi pas penarikannya..",2,Negatif
"Reksadana adalah model investasi jangka panjang, bibit aplikasi yang oas dan sangat simpel buat digunakan. Bagus, keren, mantap. Sahabat investasi adalah waktu! Bibit bukan aplikasi buat trading. Banyak orang komplain begini begitu, padahal pemahamannya yang mungkin belum sampai ke tahap pribadi sebagai investor.",5,Positif
Aku kasih 4 kenapa karena dari segi aplikasi dan cs melalui aplikasi sudah vagus tapi ketika mencoba cs melalui wa waduh amburadul entah kenapa banyak miskom. Contoh saya diminta kirim emaul daj no hp saya saya sudah kirim kemudian 20 menit kemudian dibilabg tidak menerima saya kirimkan lagi lalu dijawab akan diperiksa kemudian terjadi lagi saya diminta kirim lagi selain itu saya rasa seperti selalu verpindah cs meskipun masalah nya belum selesai. Itu kritik saya semoga bisa semakin baik kedepan,4,Positif
"Pengalaman saya dan pembelajaran buat semua: Memang bisa invest mulai Rp10k, Trus saya tambah terus dan akhirnya Rp100k, melihat perkembangannya, seringnya minus,berkurang terus dari Rp100k, Terakhir Rp98k, Dan akhirnya saya coba jual dan tarik ke bca, saya pikir dikembalikan semua, Eh ternyata yg masuk ke rekening cuma Rp7,542 perak.. Sedih bgt, Mau nya untung malah jadi buntung.. Gk cocok buat pemula,apalagi buat coba2. Kapok",1,Negatif
"Belum ada layanan topup dari bank bsi. Padahal, pengguna bsi cukup banyak terlebih sejak dimerger dari 3 perbankan bsm, bnis, bris. Untuk managemen bibit.id tolong diadakan, ya. Berhubung bibit ini saya pakai karena ada rekomendasi saham syariah, masa untuk topupnya tidak disediakan melalui perbankan syariah khususnya bsi. Terimakasih banyak atas aplikasinya dan kesediaannya untuk mempertimbangkan 😊",4,Positif
"what's wrong with bibit? saya sudah lama menggunakan aplikasi investasi reksadan di bibit. tapi entah kenapa aplikasi tidak bisa dibuka, sudah dibuka berkali-kali pun masih tidak bisa dibuka, padahal jaringan stabil. mohon perbaiki atau informasi lebih lanjut.",3,Positif
"Kinerjanya lemot, serba lama nunggu nya. Yang paling saya tidak suka yaitu waktu penjualan reksa tertulis tidak ada biaya transfer tapi faktanya di potong, gak rekomended buat investasi.",1,Negatif
"Terimakasih Bibit.id, setelah mengalami kendala tidak dapat mengakses Apk nya, sekarang saya sudah bisa menggunakan Bibit.id hanya dalam waktu 2 jam terjadi kendala, skrg berhasil melakukan top up kembali, setelah sebelumnya saya chat WA resmi Bibit.id dan koment ke IG Bibit.id respon CS nya cepat.",5,Positif
"Mantap bibit, awalnya tampilan aplikasi agak berantakan setelah di update, kemudian dpt pemberitahuan email untuk hapus aplikasi dan coba install kembali, akhirnya aplikasi aman dan lancar seperti biasanya. Terimakasih tim bibit untuk respon dan tanggapan keluhannya. Maju terus.",5,Positif
"Aplikasi macet, tidak bisa dibuka. Tolong informasi nomor WA yang bisa dihubungi untuk pengaduan trouble seperti ini. Admin tolong diperhatikan layanan customernya, sudah ada keluhan yang sama, tolong segera ditanggapi dan ditangani. Aplikasi sudah restart dan di upgrade tetap tidak bisa dibuka.",1,Negatif
"Kenapa setelah di update terbaru susah sekali untuk login, selalu error sejak kmrin. Pdhl sebelum di update di jaringan biasa pun bisa berjalan dgn baik. Skrg malah gabisa sama sekali. Jadi kuatir. Mohon bantuannya..",4,Positif
"Aplikasi reksadana yg bagus. Emang sih pencairan dana bisa sampe seminggu atau lebih, tp saya gak masalah krn tujuan saya nabung jangka panjang, cairin dana baru 2x. BUAT KALIAN YANG KOAR2 DANA SUSAH CAIR PAS URGENT PLISSSS BELAJAR LAGI TENTANG INVESTASI!! Nabung tuh jangan semuanya disimpen di Bibit, nabung juga di bank biasa buat persiapan dana urgent. Investasi tuh buat jangka panjang, bro sis. Kalo mau jual reksadana gk sampe 3 bulan invest, gausah soksoan invest deh.. Anyway Thankyou Bibit!",5,Positif
"Awalnya bagus, setelah 5bln ikut yg nabung rutin jadi 400rb, marginnya habis, begitu di jual kok yg masuk ke rekening tinggal 50rb. Ini karena memang blm total di proses atau bagaimana??kl ada penjelasan yg masuk akal baru saya ubah review saya..",2,Negatif
"Kecewa banget,hari ini jadwal autodebit terakhir biar dapat cashback ternyata ga motong.. sengaja biar sy gagal dpt cashback.sebelum2nya lancar ga pernah telat walau cuma 5 menit.. pikir2 dulu sebelum download dr pada nanti kalian kecewa",1,Negatif
"Mantap.. Tapi sayang, ada. Kendala saat saya jual reksa dana pasar uang dan obligasi dana nya gk masuk² ke rekening padahal sudah 7 hari lebih bahkan samapi 2mgg lebih gak masuk². Sudah saya wa namun. Blm ada jawabanya... Saya tunggu besok, selebihnya mantulll kenaikan juga cakep.. Keren lah pokoknya. Kekurangan nya itu ajah sih makasih bibit..",3,Positif
"Bibit saat ini masalah fitur sangat memanjakan investor, kekurangan hanya satu, saat penarikan. Bibit agak sedikit lebih lama dalam hal transfer dana ke rekening investor meskipun di app sudah ada notif penjualan berhasil, dibanding aplikasi sebelah yg H+3 bahkan kadang H+2 dana sudah mendarat di rekening meskipun di aplikasinya notif berhasil penjualan malah belakangan. Mohon ditangani dgn segera karena kdg investor menaruh dana darurat yg suatu saat perlu cepat dicairkan....",4,Positif
"aplikasi invest nya bagus. walaupun csnya banyak/ganti, jawaban mereka mudah dimengerti. yg kurang hanya lamanya waktu withdraw & top up selain itu bagus smua ga ribet(simple)",5,Positif
sy coba nyairin dana sebesar 10.000 dri tgl 30 nov sampai skr belum ada masuk ke rekening. tapi aku suka aplikasinya krn emg buat nabung jangka panjang. tapi sistem pencauran dananya yg hrs diperbaiki. mungkin bisa lebih cepat,5,Positif
"Tadinya mau ikutan pas beres daftar di bibit, di suruh download ke aplikasi jago deposit nya. Sudah beres download aplikasi jago di aplikasi jago ribet daftar nya, lelet pula. Emang gak bisa pake dompet elektronik ya seperti dana,ovo, link aja,lebih cepat. Maaf ya usul...!! 🙏🙏🙏 Saya uninstall lagi ke 2 akun nya.",1,Negatif
"Aku sebagai pemula dapat pengalaman berharga dari sini, yuk investasi untuk merubah masa depanmu. Bagi yang pemula sepertiku jangan lupa masuki kode refferal (ubahhidupmu) langsung otomatis dapat 25.000 masuk ke akunmu.",5,Positif
"Mantap... Bibit memang top. Saya coba investasi kecil 100 ribu saya coba 15 hari saya tarik kiranya tambah malah potonganya 30%. Mantap perlu di acungi jempol kebalik, kalah sama apk sebelah. Dan ini perlu di bintang 5 dengan hitungan mundur dari 5.4.3.2.(1)",1,Negatif
"Awalnya sih OK, dan sangat tertarik untuk menggunakan bibit apalagi promo2nya. Eh, giliran ada promo dengan bank jago akun gak bisa di hubungkan. Live chatnya pun juga selalu memberikan jawaban yang sama. Kuruang memuaskan.hanya di suruh menunggu tp gak di tangani. Dan sekarang pindah ke aplikasi sebelah.",1,Negatif
"Jujur aja bagus sih sebenernya,,cuman sayangnya produk yang tersedia tidak memakai bank mandiri untuk kustodian/penampung sehingga setiap transaksi saya harus dipotong biaya admin karena bank yang saya gunakan adalah bank mandiri...yaa meskipun itu bukan dari pihak bibitnya tapi cuman mau memberi kritik dan saran saja :)",5,Positif
Saya cuman ngetes witdraw uang saya 10ribu.sudah 3 hari..nyatanya uang saya tidak masuk rekening sama sekali. Tolong hapus data data saya di bibit saya tidak jadi untuk inves di apk ini. Dan tolong jangan disalahgunakan data data saya.. Terima kasih,1,Negatif
"4 stars untuk smentara, so far so good aplikasinya untuk pemula. Untuk yang baru buat akun reksadana silahkan gunakan referral dibawah ini : bibitexo . Pengguna baru akan diberikan cashback 25rb. Silahkan ajak temen² kalian melek investasi sedari sekarang!",4,Positif
"Aplikasi nya bagus sebenarnya, cuma tolong d perbaiki di tampilan nya, soalnya di hp saya kadang icon menu gak muncul, tombol back yg gak kelihatan dan Konten yang gak ke load semua. Terimakasih",5,Positif
Aplikasi yang bagus.. Tampilan mudah dipahami.. Cara menggunakannya juga mudah.. Rekomen banget ya yang belum gabung cuss download.. Pake referal aku wulanbibit22 biar bisa dapat bonus.. 🙏🏿,5,Positif
"Mudah digunakan, user interface friendly, update berita tentang pembaharuan MI, mudah untuk top up karena banyak pilihan metode pembayaran. Makin banyak fitur-fitur asyik.",5,Positif
"Uang saya belum balik.tapi setatus jualnya berhasil di tgl 29 november tapi sampai sekarang cek saldo nggak nambah nambah.ywdhlah mungkin belum rezki,buat temen2 yg baru di bibit saran kalo mau jual reksadana jangan sekaligus di hari yg sama nanti yg satu bakalan nyangkut kaya saya 🙏🙏🙏",1,Negatif
"Saya masih bberapa bulan menggunakan bibit. Sejauh ini bibit lumayan bagus, mulai dari pembelian reksadana nya tidak membutuhkan waktu yg terlalu lama, tim bibit juga cepat dlm memberikan feedback saat ada kendala/ permasalahan yg kita tidak faham. Tetap terus pertahankan dan tingkatkan supaya menjadi yg lebih baik lagi.",5,Positif
"Verifikasi lama, di tolak karena foto ktp blur... Tidak seperti yang lain yang memberi solusi mudah, ini di suruh ke dukcapil untuk upgrade e-ktp. (Mohon maaf kalo bisa semudah itu, udah saya lakukan dari dulu.dan untuk data2 lain di e-ktp saya pun masih jelas ko, hanya di bagian FOTO saja yang blur)",2,Negatif
"Verifikasi lama, setelah itu di bilang nama ktp dgn bak berbeda padahal hanya di ktp ada singkatan dan di bank tidak boleh di singkat. Lalu buat top up ajah lama. Komen juga kurang bagussss, menang karena di iklankan oleh Master sulat ( Dedy ).... Ajah. Klw memang hanya karena itu tidak bisa di verifikasi , ya gpp... Gak rugiko. Toh sistem masih lamaa...",1,Negatif
"Mohon maaf. Saya beri bintang satu. Sebenarnya tidak ada masalah pada bibit. Hanya saja proses pengenalan database sistem pada pengguna baru tidak konek dgn data bank. Data bank yg diminta sudah valid, berikut nama dan fotonya. Namun di bibit tetap dianggap gagal dan tidak valid. Saat menyampaikan komplain di alamat email balasan, ada peringatan ""email tidak terdaftar"". Padahal kalau tidak terdaftar maka email konfirmasi tidak akan sampai ke tempat tujuan. Ah, yasudahlah",1,Negatif
"Kenapa ini setelah saya melakukan registrasi dan melengkapi data-data yang ada, tiba-tiba aplikasi bibit saya tidak bisa di buka, malah bertuliskan ""Koneksi anda tidak stabil"", padahal jaringan udah bagus, udah saya uninstall ulang, bagaimana cara mengatasi nya.",1,Negatif
"Nggak cocok untuk tabunga darurat, simpanan dana, atau tabungan, Pola pikir masih sangat jauh dari kata modern dan simpel, semua entah penarikan atau deposit sangat lambat Ketika aplikasi yang lain berlomba untuk memanjakan nasabahnya dengan proses pelayanan yang cepat Lah bibit?!, memperlambat pelayanan dengan embel embel ""KEAMANAN"", KAN YANG AMAN, PROSES SIMPLE KAN ADA MAS BRO, MAKSUD SAYA PROSES SETOR/ PENARIKAN SAMPE 3 HARI LEBIH ITU, DANANYA DIAPAIN AJA..... KURANG LAMA KAH",1,Negatif
"Hi admin Bibit, salam kenal saya pengguna Bibit sudah lumayan lama. Menurut saya aplikasi Bibit ini sudah sangat baik, semua keterangan sudah tertulis jelas sehingga mudah dipahami bagi para pemula yang ingin investasi. Namun jika boleh saya memberikan saran, sebaiknya dibuat juga mode tampilan malam (gelap) sehingga mata lebih nyaman lagi apabila menggunakan aplilasi di malam hari. Semoga masukan saya bisa jadi pertimbanhan dan dapat penjadi masukan baik bagi Bibit. Terimakasih.",5,Positif
"Sudah hampir 1 tahun gabung Bibit, selalu rutin nabung tiap bulan, akhirnya bisa kebeli barang yang diimpikan.... Terimakasih Bibit... Buat kalian, jangan ragu gabung Bibit. Jangan lupa juga! Buat yang baru mau daftar, masukin kode referral ""pakecashback"" . Lumayan dapet saldo cashback 25K. Ok. Thanks.",5,Positif
"Untuk registrasi, saya rasa tandatangan tak harus identik antara KTP dan aplikasi, soalnya 1. Sangat sulit menyamakan tulisan bolpoin sama jari, 2. Ada data lain yang menentukan akurasi, 3. Menyulitkan sekali, sampai saya nulis ulasan ini registrasi saya belum selesai gara-gara tandatangan konyol ini.😩😩😩",1,Negatif
"Sangat bukan rekomendasi sekali aplikasi ini, proses sangat lama pembelian dan penjualan. Kemarin saya jual reksa dana saya pas naik harga 5% tapi menunggu proses penjualan sekitar 2 minggu ehh malah pas turuj harga reksa dana dan orderan penjualan saya yang belum di bayar sampai sekrang ikutan turun. Aplikasi bobrok. Jangan ada yg mau download, gak percaya silahkan coba sendri.",1,Negatif
"WOYY BALIKIN DUIT GUA.. Jangan pernah coba2 pakai aplikasi bibit. Proses penjualan sangat lama. Padahal di keterangannya order jual sudah berhasil, tapi uang nya tidak sampai2 ke rekening saya sudah hampir 2 minggu.. saya sangat menyesal invest di bibit. Tidak seperti aplikasi lain, proses cukup 2 hari kerja.. sangat tidak recomend banget.",1,Negatif
"Untung saya gak ikutan jd gak ada keluhan apapun, ingin dapat uang banyak ya harus kerja keras jangan berharap seperti ini, hati2 banyak penipuan berkedok investasi!!! Kalo mo investasi harus jelas perusahaannya, sdh terdaftar di pemerintah yg berbasis bisnis ini belum?! Jgn sampe kecewa gara2 ingin dpt uang yg gampang dan super instan",1,Negatif
"nih gimana pihak bibit .. masa kolom bagian profil , data pribadi & setting abu abu nggak bisa di klik... terus padahal baru daftar pake nomor pribadi ehh udah ada ktp orang lain .. gimana itu pencurian data namanya. parah banget .. kalo bisa lampirin foto ,saya lampirin fotonya",1,Negatif
"Aplikasi bibit ini bagus banget bagi investor pemula, sudah tersedia robo yang mempermudah investor-investor pemula. Jangan lupa pakai kode referral ""tunasbangsa"" supaya dapet cashback yang lumayan, bisa dipakai pada investasi untuk pertama kali dibibit. Terima kasih bibit sudah membantu membuat aplikasi bagus ini, sukses terus bibit😍😍",5,Positif
Aplikasi scam jangan di download dana penjualan saya belum masuk padahal udah nunggu 2 minggu pas saya nanya kenapa belum masuk eehh malah suruh nanya ke bank saya... Yang belum nyoba saya saranin jangan.. Aplikasi ini sangat membahayakan untung belum banyak saya kehilangan uang!!!!!!!!!!!!!!!!!.....,1,Negatif
Aplikasi penipu. Saya ajak tmn gk dpt cashback. Ktanya tmn nya blum di verifikasi. Stlah tmn saya verifikasi. Tros alasan nya tmn saya harus top up. Stlh tmn saya top up dan smua tlah mmnuhi syarat. Tros ktanya gagal gk msuk kode referal. Kan anjenk. Knpa gk blg drtd. Knpa blg nya pas sdah top up,1,Negatif
